seq,llatitude,longitude,llatitude_utm,longitude_utm,option
138234,37.24078442,126.7741148,302562.333,4123905.471,1
138251,37.24077981,126.7741148,302562.3152,4123904.959,1
138269,37.24077494,126.7741146,302562.2841,4123904.419,1
138289,37.24077036,126.7741149,302562.3056,4123903.91,1
138315,37.24076595,126.7741169,302562.4682,4123903.417,1
138345,37.24076228,126.7741203,302562.7635,4123903.003,1
138375,37.24075933,126.7741248,302563.1525,4123902.665,1
138394,37.24075638,126.7741293,302563.5422,4123902.33,1
138408,37.24075325,126.7741341,302563.9562,4123901.972,1
138421,37.24075023,126.7741385,302564.3433,4123901.627,1
138434,37.24074718,126.7741432,302564.7496,4123901.279,1
138448,37.24074417,126.7741481,302565.1775,4123900.935,1
138460,37.24074172,126.7741529,302565.5969,4123900.653,9
138545,37.24074393,126.7741472,302565.101,4123900.91,0
138557,37.24074607,126.774142,302564.6393,4123901.159,0
138569,37.24074824,126.7741366,302564.1712,4123901.411,0
138578,37.24075063,126.7741308,302563.6567,4123901.688,0
138586,37.24075292,126.7741249,302563.1463,4123901.954,0
138593,37.240755,126.7741186,302562.5929,4123902.198,0
138601,37.24075697,126.7741125,302562.0556,4123902.429,0
138608,37.24075844,126.7741072,302561.5854,4123902.604,0
138617,37.24075949,126.7741011,302561.045,4123902.733,0
138626,37.24075986,126.7740952,302560.5304,4123902.787,0
138636,37.24075961,126.7740893,302560.0036,4123902.77,0
138647,37.24075831,126.7740838,302559.5108,4123902.639,0
138660,37.24075577,126.7740789,302559.0719,4123902.367,0
138676,37.24075238,126.7740751,302558.7275,4123901.998,0
138690,37.24074843,126.7740721,302558.4497,4123901.567,0
138700,37.24074424,126.7740693,302558.1915,4123901.107,0
138711,37.24074005,126.7740664,302557.9182,4123900.648,0
138722,37.2407359,126.7740632,302557.624,4123900.194,0
138731,37.24073143,126.7740598,302557.3134,4123899.705,0
138739,37.24072742,126.7740568,302557.0359,4123899.267,0
138746,37.24072336,126.7740538,302556.7544,4123898.823,0
138753,37.24071914,126.7740506,302556.4629,4123898.361,0
138759,37.2407151,126.7740476,302556.1839,4123897.919,0
138765,37.24071122,126.7740447,302555.9153,4123897.495,0
138770,37.24070703,126.7740415,302555.6264,4123897.037,0
138774,37.24070248,126.7740381,302555.3124,4123896.539,0
138778,37.24069829,126.774035,302555.0246,4123896.081,0
138782,37.24069418,126.7740319,302554.7414,4123895.63,0
138786,37.24069027,126.774029,302554.4729,4123895.203,0
138790,37.2406861,126.7740259,302554.187,4123894.747,0
138794,37.24068175,126.7740227,302553.888,4123894.27,0
138798,37.24067732,126.7740194,302553.5849,4123893.786,0
138802,37.24067217,126.7740158,302553.2515,4123893.222,0
138806,37.24066723,126.7740126,302552.9565,4123892.681,0
138809,37.24066297,126.7740099,302552.7038,4123892.213,0
138812,37.24065812,126.7740068,302552.4213,4123891.682,0
138816,37.24065271,126.7740037,302552.1285,4123891.087,0
138820,37.24064699,126.7740005,302551.8315,4123890.46,0
138823,37.24064272,126.7739981,302551.6104,4123889.991,0
138826,37.24063833,126.7739957,302551.3828,4123889.508,0
138829,37.24063382,126.7739933,302551.158,4123889.013,0
138833,37.24062767,126.7739902,302550.8682,4123888.337,0
138837,37.24062133,126.7739871,302550.5717,4123887.641,0
138840,37.24061651,126.7739847,302550.3466,4123887.111,0
138843,37.24061182,126.7739823,302550.1277,4123886.595,0
138846,37.24060759,126.7739802,302549.9309,4123886.131,0
138849,37.24060275,126.7739778,302549.705,4123885.598,0
138852,37.24059772,126.7739753,302549.4706,4123885.045,0
138855,37.24059271,126.7739729,302549.2376,4123884.495,0
138858,37.24058708,126.7739701,302548.9753,4123883.876,0
138861,37.240582,126.7739676,302548.7387,4123883.317,0
138864,37.24057686,126.773965,302548.4998,4123882.752,0
138867,37.24057185,126.7739625,302548.2669,4123882.202,0
138870,37.24056673,126.77396,302548.0287,4123881.639,0
138873,37.24056153,126.7739574,302547.7866,4123881.067,0
138876,37.24055633,126.7739549,302547.5446,4123880.495,0
138879,37.24055184,126.7739526,302547.3359,4123880.002,0
138882,37.24054674,126.7739501,302547.0986,4123879.441,0
138884,37.24054248,126.773948,302546.9003,4123878.973,0
138887,37.24053809,126.7739458,302546.696,4123878.491,0
138890,37.24053291,126.7739433,302546.4551,4123877.921,0
138892,37.24052864,126.7739411,302546.2564,4123877.452,0
138895,37.24052418,126.7739389,302546.049,4123876.962,0
138898,37.24051903,126.7739364,302545.8091,4123876.395,0
138900,37.24051483,126.7739343,302545.6138,4123875.934,0
138903,37.24050965,126.7739317,302545.3729,4123875.364,0
138906,37.24050389,126.7739289,302545.1053,4123874.731,0
138909,37.2404975,126.7739256,302544.7986,4123874.029,0
138912,37.24049246,126.7739228,302544.5337,4123873.475,0
138915,37.24048807,126.7739202,302544.2908,4123872.994,0
138918,37.24048315,126.7739172,302544.0129,4123872.453,0
138920,37.24047908,126.7739147,302543.7807,4123872.007,0
138923,37.24047398,126.7739116,302543.489,4123871.448,0
138926,37.24046902,126.7739085,302543.205,4123870.904,0
138929,37.24046404,126.7739054,302542.9198,4123870.358,0
138932,37.24045901,126.7739023,302542.632,4123869.806,0
138935,37.24045468,126.7738997,302542.3843,4123869.332,0
138938,37.24044969,126.7738966,302542.0984,4123868.784,0
138940,37.24044563,126.7738941,302541.8654,4123868.339,0
138943,37.24044127,126.7738914,302541.6158,4123867.861,0
138946,37.24043631,126.7738883,302541.3315,4123867.317,0
138948,37.24043219,126.7738858,302541.0953,4123866.865,0
138951,37.2404279,126.7738832,302540.8497,4123866.395,0
138954,37.24042295,126.7738801,302540.5657,4123865.851,0
138957,37.24041779,126.7738769,302540.2708,4123865.286,0
138960,37.24041275,126.7738738,302539.9816,4123864.733,0
138963,37.24040782,126.7738708,302539.6995,4123864.192,0
138966,37.24040259,126.7738676,302539.3995,4123863.619,0
138969,37.24039812,126.7738648,302539.1415,4123863.128,0
138972,37.24039396,126.7738621,302538.8929,4123862.672,0
138976,37.24038868,126.7738586,302538.565,4123862.093,0
138980,37.24038381,126.7738553,302538.2615,4123861.561,0
138984,37.24037921,126.7738522,302537.9724,4123861.056,0
138988,37.24037523,126.7738495,302537.7224,4123860.62,0
138992,37.24037085,126.7738465,302537.4468,4123860.141,0
138996,37.24036627,126.7738434,302537.1581,4123859.639,0
139000,37.2403615,126.7738401,302536.8582,4123859.116,0
139004,37.24035655,126.7738368,302536.5473,4123858.575,0
139007,37.24035152,126.7738334,302536.2314,4123858.024,0
139010,37.24034749,126.7738306,302535.9788,4123857.582,0
139013,37.24034349,126.7738279,302535.7275,4123857.144,0
139016,37.24033812,126.7738243,302535.3904,4123856.556,0
139019,37.24033384,126.7738214,302535.1216,4123856.087,0
139022,37.24032912,126.7738182,302534.8258,4123855.569,0
139025,37.24032478,126.7738152,302534.5545,4123855.094,0
139028,37.24032032,126.7738122,302534.2758,4123854.605,0
139032,37.24031452,126.7738083,302533.9133,4123853.97,0
139035,37.24030979,126.7738051,302533.6181,4123853.452,0
139038,37.2403039,126.7738012,302533.2515,4123852.806,0
139041,37.24029988,126.7737986,302533.0099,4123852.366,0
139044,37.24029511,126.7737957,302532.7427,4123851.843,0
139047,37.24029044,126.773793,302532.4933,4123851.33,0
139050,37.24028593,126.7737905,302532.2565,4123850.835,0
139053,37.24028093,126.7737877,302531.9954,4123850.286,0
139057,37.24027512,126.7737845,302531.7018,4123849.647,0
139061,37.24026933,126.7737816,302531.4227,4123849.012,0
139065,37.24026442,126.7737791,302531.1882,4123848.472,0
139068,37.24026018,126.7737771,302530.9996,4123848.005,0
139072,37.24025503,126.7737747,302530.775,4123847.439,0
139076,37.24024973,126.7737723,302530.5535,4123846.856,0
139079,37.24024422,126.7737702,302530.3509,4123846.249,0
139083,37.24023888,126.7737684,302530.1727,4123845.66,0
139087,37.24023307,126.7737666,302530.0042,4123845.019,0
139091,37.24022847,126.7737655,302529.8872,4123844.511,0
139095,37.24022368,126.7737643,302529.7679,4123843.983,0
139099,37.24021875,126.7737632,302529.6651,4123843.438,0
139103,37.24021304,126.7737622,302529.5577,4123842.806,0
139107,37.24020854,126.7737614,302529.4785,4123842.308,0
139111,37.24020343,126.7737609,302529.415,4123841.742,0
